,gender,order,goal,field_cd,date,age,go_out,imprace,imprelig,attr,race,age_diff,goal_equals,dec
1672,1,3,4.0,7.0,6.0,22.0,3.0,7.0,5.0,7.0,2.0,2.0,False,1
1673,1,6,4.0,7.0,6.0,22.0,3.0,7.0,5.0,6.0,2.0,1.0,False,1
1674,1,4,4.0,7.0,6.0,22.0,3.0,7.0,5.0,6.0,2.0,2.0,False,0
1675,1,8,4.0,7.0,6.0,22.0,3.0,7.0,5.0,5.0,2.0,1.0,False,0
1676,1,5,4.0,7.0,6.0,22.0,3.0,7.0,5.0,7.0,2.0,1.0,False,0
1677,1,9,4.0,7.0,6.0,22.0,3.0,7.0,5.0,7.0,2.0,1.0,False,0
1678,1,2,4.0,7.0,6.0,22.0,3.0,7.0,5.0,6.0,2.0,3.0,False,1
1679,1,10,4.0,7.0,6.0,22.0,3.0,7.0,5.0,7.0,2.0,2.0,False,1
1680,1,7,4.0,7.0,6.0,22.0,3.0,7.0,5.0,4.0,2.0,1.0,False,0
1681,1,9,6.0,5.0,5.0,22.0,1.0,1.0,1.0,10.0,2.0,2.0,False,1
1682,1,2,6.0,5.0,5.0,22.0,1.0,1.0,1.0,5.0,2.0,1.0,False,0
1683,1,10,6.0,5.0,5.0,22.0,1.0,1.0,1.0,5.0,2.0,2.0,False,0
1684,1,4,6.0,5.0,5.0,22.0,1.0,1.0,1.0,7.0,2.0,1.0,False,1
1685,1,1,6.0,5.0,5.0,22.0,1.0,1.0,1.0,7.0,2.0,1.0,False,1
1686,1,5,6.0,5.0,5.0,22.0,1.0,1.0,1.0,7.0,2.0,1.0,False,1
1687,1,8,6.0,5.0,5.0,22.0,1.0,1.0,1.0,9.0,2.0,3.0,False,1
1688,1,6,6.0,5.0,5.0,22.0,1.0,1.0,1.0,8.0,2.0,2.0,False,1
1689,1,3,6.0,5.0,5.0,22.0,1.0,1.0,1.0,5.0,2.0,1.0,False,0
1690,1,1,1.0,5.0,3.0,21.0,2.0,3.0,1.0,10.0,2.0,1.0,True,1
1691,1,4,1.0,5.0,3.0,21.0,2.0,3.0,1.0,7.0,2.0,0.0,True,1
1692,1,2,1.0,5.0,3.0,21.0,2.0,3.0,1.0,7.0,2.0,1.0,False,1
1693,1,6,1.0,5.0,3.0,21.0,2.0,3.0,1.0,9.0,2.0,0.0,True,1
1694,1,3,1.0,5.0,3.0,21.0,2.0,3.0,1.0,7.0,2.0,0.0,True,1
1695,1,7,1.0,5.0,3.0,21.0,2.0,3.0,1.0,8.0,2.0,0.0,True,1
1696,1,10,1.0,5.0,3.0,21.0,2.0,3.0,1.0,9.0,2.0,2.0,True,1
1697,1,8,1.0,5.0,3.0,21.0,2.0,3.0,1.0,8.0,2.0,1.0,False,1
1698,1,5,1.0,5.0,3.0,21.0,2.0,3.0,1.0,6.0,2.0,0.0,False,0
1699,1,7,3.0,8.0,3.0,26.0,3.0,1.0,1.0,9.0,2.0,6.0,False,1
1700,1,10,3.0,8.0,3.0,26.0,3.0,1.0,1.0,7.0,2.0,5.0,False,0
1701,1,8,3.0,8.0,3.0,26.0,3.0,1.0,1.0,6.0,2.0,6.0,False,0
1702,1,2,3.0,8.0,3.0,26.0,3.0,1.0,1.0,8.0,2.0,5.0,False,1
1703,1,9,3.0,8.0,3.0,26.0,3.0,1.0,1.0,7.0,2.0,5.0,False,1
1704,1,3,3.0,8.0,3.0,26.0,3.0,1.0,1.0,8.0,2.0,5.0,False,1
1705,1,6,3.0,8.0,3.0,26.0,3.0,1.0,1.0,10.0,2.0,7.0,False,1
1706,1,4,3.0,8.0,3.0,26.0,3.0,1.0,1.0,9.0,2.0,6.0,False,1
1707,1,1,3.0,8.0,3.0,26.0,3.0,1.0,1.0,7.0,2.0,5.0,False,1
1708,1,4,1.0,5.0,6.0,20.0,2.0,4.0,1.0,5.0,4.0,0.0,True,0
1709,1,7,1.0,5.0,6.0,20.0,2.0,4.0,1.0,3.0,4.0,1.0,True,0
1710,1,5,1.0,5.0,6.0,20.0,2.0,4.0,1.0,1.0,4.0,0.0,False,0
1711,1,9,1.0,5.0,6.0,20.0,2.0,4.0,1.0,6.0,4.0,1.0,True,0
1712,1,6,1.0,5.0,6.0,20.0,2.0,4.0,1.0,3.0,4.0,1.0,True,0
1713,1,10,1.0,5.0,6.0,20.0,2.0,4.0,1.0,6.0,4.0,1.0,True,0
1714,1,3,1.0,5.0,6.0,20.0,2.0,4.0,1.0,7.0,4.0,1.0,True,1
1715,1,1,1.0,5.0,6.0,20.0,2.0,4.0,1.0,9.0,4.0,0.0,False,1
1716,1,8,1.0,5.0,6.0,20.0,2.0,4.0,1.0,2.0,4.0,1.0,False,0
1717,1,6,2.0,5.0,7.0,19.0,3.0,4.0,1.0,5.0,4.0,1.0,False,0
1718,1,9,2.0,5.0,7.0,19.0,3.0,4.0,1.0,5.0,4.0,2.0,False,0
1719,1,7,2.0,5.0,7.0,19.0,3.0,4.0,1.0,5.0,4.0,1.0,True,0
1720,1,8,2.0,5.0,7.0,19.0,3.0,4.0,1.0,5.0,4.0,2.0,False,0
1721,1,5,2.0,5.0,7.0,19.0,3.0,4.0,1.0,6.0,4.0,0.0,False,0
1722,1,3,2.0,5.0,7.0,19.0,3.0,4.0,1.0,6.0,4.0,1.0,False,0
1723,1,10,2.0,5.0,7.0,19.0,3.0,4.0,1.0,7.0,4.0,2.0,False,0
1724,0,5,1.0,8.0,7.0,27.0,2.0,10.0,1.0,7.0,2.0,1.0,True,0
1725,0,2,1.0,8.0,7.0,27.0,2.0,10.0,1.0,8.0,2.0,5.0,True,0
1726,0,3,1.0,8.0,7.0,27.0,2.0,10.0,1.0,5.0,2.0,10.0,True,0
1727,0,4,1.0,8.0,7.0,27.0,2.0,10.0,1.0,8.0,2.0,2.0,True,1
1728,0,1,1.0,8.0,7.0,27.0,2.0,10.0,1.0,5.0,2.0,1.0,True,0
1729,0,1,1.0,5.0,6.0,24.0,5.0,8.0,6.0,7.0,4.0,2.0,True,0
1730,0,3,1.0,5.0,6.0,24.0,5.0,8.0,6.0,7.0,4.0,8.0,True,0
1731,0,4,1.0,5.0,6.0,24.0,5.0,8.0,6.0,6.0,4.0,13.0,True,0
1732,0,5,1.0,5.0,6.0,24.0,5.0,8.0,6.0,8.0,4.0,5.0,True,0
1733,0,2,1.0,5.0,6.0,24.0,5.0,8.0,6.0,5.0,4.0,4.0,True,0
1734,0,2,1.0,10.0,5.0,23.0,3.0,8.0,10.0,8.0,2.0,3.0,True,1
1735,0,4,1.0,10.0,5.0,23.0,3.0,8.0,10.0,7.0,2.0,9.0,True,1
1736,0,5,1.0,10.0,5.0,23.0,3.0,8.0,10.0,7.0,2.0,14.0,True,0
1737,0,1,1.0,10.0,5.0,23.0,3.0,8.0,10.0,8.0,2.0,6.0,True,1
1738,0,3,1.0,10.0,5.0,23.0,3.0,8.0,10.0,6.0,2.0,5.0,True,0
1739,0,4,1.0,3.0,7.0,26.0,2.0,9.0,6.0,8.0,2.0,0.0,True,0
1740,0,1,1.0,3.0,7.0,26.0,2.0,9.0,6.0,8.0,2.0,6.0,True,1
1741,0,2,1.0,3.0,7.0,26.0,2.0,9.0,6.0,7.0,2.0,11.0,True,1
1742,0,3,1.0,3.0,7.0,26.0,2.0,9.0,6.0,8.0,2.0,3.0,True,1
1743,0,5,1.0,3.0,7.0,26.0,2.0,9.0,6.0,7.0,2.0,2.0,True,1
1744,1,5,1.0,8.0,4.0,26.0,1.0,1.0,1.0,8.0,4.0,1.0,True,1
1745,1,1,1.0,8.0,4.0,26.0,1.0,1.0,1.0,6.0,4.0,2.0,True,0
1746,1,2,1.0,8.0,4.0,26.0,1.0,1.0,1.0,9.0,4.0,3.0,True,1
1747,1,4,1.0,8.0,4.0,26.0,1.0,1.0,1.0,7.0,4.0,0.0,True,1
1748,1,2,1.0,8.0,3.0,32.0,2.0,9.0,6.0,8.0,2.0,5.0,True,1
1749,1,3,1.0,8.0,3.0,32.0,2.0,9.0,6.0,3.0,2.0,8.0,True,0
1750,1,4,1.0,8.0,3.0,32.0,2.0,9.0,6.0,3.0,2.0,9.0,True,0
1751,1,1,1.0,8.0,3.0,32.0,2.0,9.0,6.0,4.0,2.0,6.0,True,0
1752,1,3,1.0,5.0,6.0,37.0,3.0,6.0,1.0,8.0,4.0,10.0,True,1
1753,1,4,1.0,5.0,6.0,37.0,3.0,6.0,1.0,6.0,4.0,13.0,True,1
1754,1,5,1.0,5.0,6.0,37.0,3.0,6.0,1.0,7.0,4.0,14.0,True,1
1755,1,2,1.0,5.0,6.0,37.0,3.0,6.0,1.0,6.0,4.0,11.0,True,0
1756,1,4,1.0,8.0,5.0,29.0,2.0,5.0,5.0,7.0,2.0,2.0,True,1
1757,1,5,1.0,8.0,5.0,29.0,2.0,5.0,5.0,5.0,2.0,5.0,True,0
1758,1,1,1.0,8.0,5.0,29.0,2.0,5.0,5.0,6.5,2.0,6.0,True,0
1759,1,3,1.0,8.0,5.0,29.0,2.0,5.0,5.0,6.5,2.0,3.0,True,1
1760,1,1,1.0,8.0,6.0,28.0,2.0,4.0,4.0,8.0,3.0,1.0,True,1
1761,1,2,1.0,8.0,6.0,28.0,2.0,4.0,4.0,6.0,3.0,4.0,True,1
1762,1,3,1.0,8.0,6.0,28.0,2.0,4.0,4.0,7.0,3.0,5.0,True,1
1763,1,5,1.0,8.0,6.0,28.0,2.0,4.0,4.0,8.0,3.0,2.0,True,1
1764,0,1,1.0,13.0,5.0,24.0,2.0,1.0,4.0,4.0,2.0,1.0,False,0
1765,0,2,1.0,13.0,5.0,24.0,2.0,1.0,4.0,5.0,2.0,4.0,True,1
1766,0,7,1.0,13.0,5.0,24.0,2.0,1.0,4.0,8.0,2.0,5.0,False,1
1767,0,3,1.0,13.0,5.0,24.0,2.0,1.0,4.0,10.0,2.0,2.0,False,1
1768,0,12,1.0,13.0,5.0,24.0,2.0,1.0,4.0,8.0,2.0,3.0,False,1
1769,0,15,1.0,13.0,5.0,24.0,2.0,1.0,4.0,6.0,2.0,2.0,False,1
1770,0,6,1.0,13.0,5.0,24.0,2.0,1.0,4.0,8.0,2.0,3.0,True,1
1771,0,14,1.0,13.0,5.0,24.0,2.0,1.0,4.0,6.0,2.0,6.0,False,0
1772,0,8,1.0,13.0,5.0,24.0,2.0,1.0,4.0,8.0,2.0,2.0,False,0
1773,0,16,1.0,13.0,5.0,24.0,2.0,1.0,4.0,8.0,2.0,1.0,False,1
1774,0,11,1.0,13.0,5.0,24.0,2.0,1.0,4.0,6.0,2.0,1.0,True,1
1775,0,5,1.0,13.0,5.0,24.0,2.0,1.0,4.0,10.0,2.0,4.0,False,1
1776,0,4,1.0,13.0,5.0,24.0,2.0,1.0,4.0,4.0,2.0,4.0,True,0
1777,0,9,1.0,13.0,5.0,24.0,2.0,1.0,4.0,4.0,2.0,5.0,True,1
1778,0,13,1.0,13.0,5.0,24.0,2.0,1.0,4.0,8.0,2.0,3.0,True,1
1779,0,10,1.0,13.0,5.0,24.0,2.0,1.0,4.0,6.0,2.0,2.0,True,1
1780,0,2,2.0,1.0,7.0,33.0,4.0,6.0,2.0,5.0,2.0,10.0,False,0
1781,0,3,2.0,1.0,7.0,33.0,4.0,6.0,2.0,4.0,2.0,5.0,False,0
1782,0,8,2.0,1.0,7.0,33.0,4.0,6.0,2.0,5.0,2.0,4.0,True,0
1783,0,4,2.0,1.0,7.0,33.0,4.0,6.0,2.0,5.0,2.0,11.0,True,1
1784,0,13,2.0,1.0,7.0,33.0,4.0,6.0,2.0,6.0,2.0,6.0,True,0
1785,0,16,2.0,1.0,7.0,33.0,4.0,6.0,2.0,9.0,2.0,7.0,False,1
1786,0,7,2.0,1.0,7.0,33.0,4.0,6.0,2.0,8.0,2.0,6.0,False,1
1787,0,15,2.0,1.0,7.0,33.0,4.0,6.0,2.0,10.0,2.0,3.0,False,1
1788,0,9,2.0,1.0,7.0,33.0,4.0,6.0,2.0,9.0,2.0,7.0,False,1
1789,0,1,2.0,1.0,7.0,33.0,4.0,6.0,2.0,5.0,2.0,10.0,True,0
1790,0,12,2.0,1.0,7.0,33.0,4.0,6.0,2.0,7.0,2.0,10.0,False,1
1791,0,6,2.0,1.0,7.0,33.0,4.0,6.0,2.0,8.0,2.0,5.0,True,1
1792,0,5,2.0,1.0,7.0,33.0,4.0,6.0,2.0,5.0,2.0,5.0,False,0
1793,0,10,2.0,1.0,7.0,33.0,4.0,6.0,2.0,8.0,2.0,4.0,False,1
1794,0,14,2.0,1.0,7.0,33.0,4.0,6.0,2.0,8.0,2.0,6.0,False,1
1795,0,11,2.0,1.0,7.0,33.0,4.0,6.0,2.0,7.0,2.0,11.0,False,0
1796,0,5,1.0,10.0,5.0,23.0,2.0,5.0,2.0,4.0,2.0,0.0,False,0
1797,0,6,1.0,10.0,5.0,23.0,2.0,5.0,2.0,4.0,2.0,5.0,True,0
1798,0,11,1.0,10.0,5.0,23.0,2.0,5.0,2.0,7.0,2.0,6.0,False,0
1799,0,7,1.0,10.0,5.0,23.0,2.0,5.0,2.0,8.0,2.0,1.0,False,1
1800,0,16,1.0,10.0,5.0,23.0,2.0,5.0,2.0,7.0,2.0,4.0,False,1
1801,0,3,1.0,10.0,5.0,23.0,2.0,5.0,2.0,6.0,2.0,3.0,False,0
1802,0,10,1.0,10.0,5.0,23.0,2.0,5.0,2.0,8.0,2.0,4.0,True,0
1803,0,2,1.0,10.0,5.0,23.0,2.0,5.0,2.0,7.0,2.0,7.0,False,0
1804,0,12,1.0,10.0,5.0,23.0,2.0,5.0,2.0,7.0,2.0,3.0,False,0
1805,0,4,1.0,10.0,5.0,23.0,2.0,5.0,2.0,6.0,2.0,0.0,False,0
1806,0,15,1.0,10.0,5.0,23.0,2.0,5.0,2.0,5.0,2.0,0.0,True,0
1807,0,9,1.0,10.0,5.0,23.0,2.0,5.0,2.0,7.0,2.0,5.0,False,1
1808,0,8,1.0,10.0,5.0,23.0,2.0,5.0,2.0,5.0,2.0,5.0,True,0
1809,0,13,1.0,10.0,5.0,23.0,2.0,5.0,2.0,5.0,2.0,6.0,True,0
1810,0,1,1.0,10.0,5.0,23.0,2.0,5.0,2.0,5.0,2.0,4.0,True,0
1811,0,14,1.0,10.0,5.0,23.0,2.0,5.0,2.0,6.0,2.0,1.0,True,0
1812,0,6,2.0,10.0,7.0,24.0,1.0,9.0,7.0,7.0,2.0,1.0,False,0
1813,0,7,2.0,10.0,7.0,24.0,1.0,9.0,7.0,7.0,2.0,4.0,False,0
1814,0,12,2.0,10.0,7.0,24.0,1.0,9.0,7.0,8.0,2.0,5.0,True,0
1815,0,8,2.0,10.0,7.0,24.0,1.0,9.0,7.0,10.0,2.0,2.0,True,1
1816,0,1,2.0,10.0,7.0,24.0,1.0,9.0,7.0,9.0,2.0,3.0,True,0
1817,0,4,2.0,10.0,7.0,24.0,1.0,9.0,7.0,9.0,2.0,2.0,False,1
1818,0,11,2.0,10.0,7.0,24.0,1.0,9.0,7.0,9.0,2.0,3.0,False,1
1819,0,3,2.0,10.0,7.0,24.0,1.0,9.0,7.0,8.0,2.0,6.0,False,0
1820,0,13,2.0,10.0,7.0,24.0,1.0,9.0,7.0,7.0,2.0,2.0,False,0
1821,0,5,2.0,10.0,7.0,24.0,1.0,9.0,7.0,10.0,2.0,1.0,True,0
1822,0,16,2.0,10.0,7.0,24.0,1.0,9.0,7.0,6.0,2.0,1.0,False,0
1823,0,10,2.0,10.0,7.0,24.0,1.0,9.0,7.0,9.0,2.0,4.0,True,0
1824,0,9,2.0,10.0,7.0,24.0,1.0,9.0,7.0,8.0,2.0,4.0,False,0
1825,0,14,2.0,10.0,7.0,24.0,1.0,9.0,7.0,9.0,2.0,5.0,False,0
1826,0,2,2.0,10.0,7.0,24.0,1.0,9.0,7.0,9.0,2.0,3.0,False,1
1827,0,15,2.0,10.0,7.0,24.0,1.0,9.0,7.0,8.0,2.0,2.0,False,1
1828,0,12,4.0,6.0,7.0,36.0,1.0,1.0,7.0,4.0,2.0,13.0,True,0
1829,0,13,4.0,6.0,7.0,36.0,1.0,1.0,7.0,5.0,2.0,8.0,False,0
1830,0,2,4.0,6.0,7.0,36.0,1.0,1.0,7.0,8.0,2.0,7.0,False,0
1831,0,14,4.0,6.0,7.0,36.0,1.0,1.0,7.0,6.0,2.0,14.0,False,0
1832,0,7,4.0,6.0,7.0,36.0,1.0,1.0,7.0,5.0,2.0,9.0,False,0
1833,0,10,4.0,6.0,7.0,36.0,1.0,1.0,7.0,6.0,2.0,10.0,True,0
1834,0,1,4.0,6.0,7.0,36.0,1.0,1.0,7.0,10.0,2.0,9.0,False,1
1835,0,9,4.0,6.0,7.0,36.0,1.0,1.0,7.0,8.0,2.0,6.0,False,0
1836,0,3,4.0,6.0,7.0,36.0,1.0,1.0,7.0,5.0,2.0,10.0,False,0
1837,0,11,4.0,6.0,7.0,36.0,1.0,1.0,7.0,5.0,2.0,13.0,False,0
1838,0,6,4.0,6.0,7.0,36.0,1.0,1.0,7.0,6.0,2.0,13.0,False,0
1839,0,16,4.0,6.0,7.0,36.0,1.0,1.0,7.0,8.0,2.0,8.0,False,0
1840,0,15,4.0,6.0,7.0,36.0,1.0,1.0,7.0,6.0,2.0,8.0,False,0
1841,0,4,4.0,6.0,7.0,36.0,1.0,1.0,7.0,8.0,2.0,7.0,False,0
1842,0,8,4.0,6.0,7.0,36.0,1.0,1.0,7.0,8.0,2.0,9.0,False,0
1843,0,5,4.0,6.0,7.0,36.0,1.0,1.0,7.0,6.0,2.0,14.0,False,0
1844,0,11,5.0,8.0,5.0,26.0,1.0,3.0,3.0,5.0,4.0,3.0,False,0
1845,0,12,5.0,8.0,5.0,26.0,1.0,3.0,3.0,5.0,4.0,2.0,False,0
1846,0,1,5.0,8.0,5.0,26.0,1.0,3.0,3.0,8.0,4.0,3.0,False,1
1847,0,13,5.0,8.0,5.0,26.0,1.0,3.0,3.0,7.0,4.0,4.0,False,1
1848,0,6,5.0,8.0,5.0,26.0,1.0,3.0,3.0,5.0,4.0,1.0,False,0
1849,0,9,5.0,8.0,5.0,26.0,1.0,3.0,3.0,7.0,4.0,0.0,False,1
1850,0,16,5.0,8.0,5.0,26.0,1.0,3.0,3.0,6.0,4.0,1.0,False,0
1851,0,8,5.0,8.0,5.0,26.0,1.0,3.0,3.0,7.0,4.0,4.0,False,1
1852,0,2,5.0,8.0,5.0,26.0,1.0,3.0,3.0,8.0,4.0,0.0,True,1
1853,0,10,5.0,8.0,5.0,26.0,1.0,3.0,3.0,6.0,4.0,3.0,False,0
1854,0,5,5.0,8.0,5.0,26.0,1.0,3.0,3.0,4.0,4.0,3.0,False,0
1855,0,15,5.0,8.0,5.0,26.0,1.0,3.0,3.0,8.0,4.0,2.0,False,1
1856,0,14,5.0,8.0,5.0,26.0,1.0,3.0,3.0,4.0,4.0,2.0,False,0
1857,0,3,5.0,8.0,5.0,26.0,1.0,3.0,3.0,4.0,4.0,3.0,False,0
1858,0,7,5.0,8.0,5.0,26.0,1.0,3.0,3.0,8.0,4.0,1.0,False,1
1859,0,4,5.0,8.0,5.0,26.0,1.0,3.0,3.0,6.0,4.0,4.0,False,0
1860,0,10,5.0,8.0,4.0,27.0,1.0,7.0,4.0,4.0,4.0,4.0,False,0
1861,0,11,5.0,8.0,4.0,27.0,1.0,7.0,4.0,3.0,4.0,1.0,False,0
1862,0,16,5.0,8.0,4.0,27.0,1.0,7.0,4.0,7.0,4.0,2.0,False,0
1863,0,12,5.0,8.0,4.0,27.0,1.0,7.0,4.0,5.0,4.0,5.0,False,0
1864,0,5,5.0,8.0,4.0,27.0,1.0,7.0,4.0,6.0,4.0,0.0,False,0
1865,0,8,5.0,8.0,4.0,27.0,1.0,7.0,4.0,7.0,4.0,1.0,False,1
1866,0,15,5.0,8.0,4.0,27.0,1.0,7.0,4.0,4.0,4.0,0.0,False,0
1867,0,7,5.0,8.0,4.0,27.0,1.0,7.0,4.0,6.0,4.0,3.0,False,0
1868,0,1,5.0,8.0,4.0,27.0,1.0,7.0,4.0,7.0,4.0,1.0,True,0
1869,0,9,5.0,8.0,4.0,27.0,1.0,7.0,4.0,3.0,4.0,4.0,False,0
1870,0,4,5.0,8.0,4.0,27.0,1.0,7.0,4.0,2.0,4.0,4.0,False,0
1871,0,14,5.0,8.0,4.0,27.0,1.0,7.0,4.0,8.0,4.0,1.0,False,1
1872,0,13,5.0,8.0,4.0,27.0,1.0,7.0,4.0,3.0,4.0,1.0,False,0
1873,0,2,5.0,8.0,4.0,27.0,1.0,7.0,4.0,4.0,4.0,2.0,False,0
1874,0,6,5.0,8.0,4.0,27.0,1.0,7.0,4.0,7.0,4.0,0.0,False,0
1875,0,3,5.0,8.0,4.0,27.0,1.0,7.0,4.0,7.0,4.0,5.0,False,0
1876,0,9,1.0,13.0,5.0,28.0,2.0,3.0,3.0,6.0,2.0,5.0,False,0
1877,0,10,1.0,13.0,5.0,28.0,2.0,3.0,3.0,4.0,2.0,0.0,True,0
1878,0,15,1.0,13.0,5.0,28.0,2.0,3.0,3.0,9.0,2.0,1.0,False,1
1879,0,11,1.0,13.0,5.0,28.0,2.0,3.0,3.0,8.0,2.0,6.0,False,0
1880,0,4,1.0,13.0,5.0,28.0,2.0,3.0,3.0,4.0,2.0,1.0,False,0
1881,0,7,1.0,13.0,5.0,28.0,2.0,3.0,3.0,5.0,2.0,2.0,False,0
1882,0,14,1.0,13.0,5.0,28.0,2.0,3.0,3.0,3.0,2.0,1.0,True,0
1883,0,6,1.0,13.0,5.0,28.0,2.0,3.0,3.0,8.0,2.0,2.0,False,0
1884,0,16,1.0,13.0,5.0,28.0,2.0,3.0,3.0,8.0,2.0,2.0,False,1
1885,0,8,1.0,13.0,5.0,28.0,2.0,3.0,3.0,4.0,2.0,5.0,False,0
1886,0,3,1.0,13.0,5.0,28.0,2.0,3.0,3.0,4.0,2.0,5.0,True,0
1887,0,13,1.0,13.0,5.0,28.0,2.0,3.0,3.0,8.0,2.0,0.0,False,1
1888,0,12,1.0,13.0,5.0,28.0,2.0,3.0,3.0,4.0,2.0,0.0,True,0
1889,0,1,1.0,13.0,5.0,28.0,2.0,3.0,3.0,6.0,2.0,1.0,True,1
1890,0,5,1.0,13.0,5.0,28.0,2.0,3.0,3.0,7.0,2.0,1.0,True,1
1891,0,2,1.0,13.0,5.0,28.0,2.0,3.0,3.0,5.0,2.0,6.0,True,1
1892,0,16,4.0,7.0,5.0,31.0,2.0,3.0,3.0,5.0,2.0,8.0,True,0
1893,0,1,4.0,7.0,5.0,31.0,2.0,3.0,3.0,5.0,2.0,3.0,False,0
1894,0,6,4.0,7.0,5.0,31.0,2.0,3.0,3.0,9.0,2.0,2.0,False,0
1895,0,2,4.0,7.0,5.0,31.0,2.0,3.0,3.0,8.0,2.0,9.0,False,0
1896,0,11,4.0,7.0,5.0,31.0,2.0,3.0,3.0,6.0,2.0,4.0,False,0
1897,0,14,4.0,7.0,5.0,31.0,2.0,3.0,3.0,7.0,2.0,5.0,True,0
1898,0,5,4.0,7.0,5.0,31.0,2.0,3.0,3.0,8.0,2.0,4.0,False,0
1899,0,13,4.0,7.0,5.0,31.0,2.0,3.0,3.0,9.0,2.0,1.0,False,1
1900,0,7,4.0,7.0,5.0,31.0,2.0,3.0,3.0,6.0,2.0,5.0,False,0
1901,0,15,4.0,7.0,5.0,31.0,2.0,3.0,3.0,7.0,2.0,8.0,False,1
1902,0,10,4.0,7.0,5.0,31.0,2.0,3.0,3.0,7.0,2.0,8.0,False,0
1903,0,4,4.0,7.0,5.0,31.0,2.0,3.0,3.0,9.0,2.0,3.0,False,1
1904,0,3,4.0,7.0,5.0,31.0,2.0,3.0,3.0,5.0,2.0,3.0,False,0
1905,0,8,4.0,7.0,5.0,31.0,2.0,3.0,3.0,6.0,2.0,2.0,False,0
1906,0,12,4.0,7.0,5.0,31.0,2.0,3.0,3.0,6.0,2.0,4.0,False,0
1907,0,9,4.0,7.0,5.0,31.0,2.0,3.0,3.0,6.0,2.0,9.0,False,0
1908,0,14,3.0,13.0,3.0,28.0,1.0,1.0,2.0,4.0,2.0,5.0,False,0
1909,0,15,3.0,13.0,3.0,28.0,1.0,1.0,2.0,3.0,2.0,0.0,False,0
1910,0,4,3.0,13.0,3.0,28.0,1.0,1.0,2.0,8.0,2.0,1.0,False,0
1911,0,16,3.0,13.0,3.0,28.0,1.0,1.0,2.0,9.0,2.0,6.0,False,0
1912,0,9,3.0,13.0,3.0,28.0,1.0,1.0,2.0,9.0,2.0,1.0,False,1
1913,0,12,3.0,13.0,3.0,28.0,1.0,1.0,2.0,7.0,2.0,2.0,False,0
1914,0,3,3.0,13.0,3.0,28.0,1.0,1.0,2.0,6.0,2.0,1.0,False,0
1915,0,11,3.0,13.0,3.0,28.0,1.0,1.0,2.0,8.0,2.0,2.0,True,0
1916,0,5,3.0,13.0,3.0,28.0,1.0,1.0,2.0,6.0,2.0,2.0,False,0
1917,0,13,3.0,13.0,3.0,28.0,1.0,1.0,2.0,6.0,2.0,5.0,False,0
1918,0,8,3.0,13.0,3.0,28.0,1.0,1.0,2.0,6.0,2.0,5.0,False,0
1919,0,2,3.0,13.0,3.0,28.0,1.0,1.0,2.0,7.0,2.0,0.0,False,0
1920,0,1,3.0,13.0,3.0,28.0,1.0,1.0,2.0,3.0,2.0,0.0,False,0
1921,0,6,3.0,13.0,3.0,28.0,1.0,1.0,2.0,5.0,2.0,1.0,False,0
1922,0,10,3.0,13.0,3.0,28.0,1.0,1.0,2.0,7.0,2.0,1.0,False,0
1923,0,7,3.0,13.0,3.0,28.0,1.0,1.0,2.0,8.0,2.0,6.0,False,1
1924,0,4,1.0,13.0,4.0,27.0,3.0,2.0,3.0,6.0,4.0,4.0,False,0
1925,0,5,1.0,13.0,4.0,27.0,3.0,2.0,3.0,4.0,4.0,1.0,True,0
1926,0,10,1.0,13.0,4.0,27.0,3.0,2.0,3.0,6.0,4.0,2.0,False,0
1927,0,6,1.0,13.0,4.0,27.0,3.0,2.0,3.0,8.0,4.0,5.0,False,1
1928,0,15,1.0,13.0,4.0,27.0,3.0,2.0,3.0,5.0,4.0,0.0,False,0
1929,0,2,1.0,13.0,4.0,27.0,3.0,2.0,3.0,7.0,4.0,1.0,False,0
1930,0,9,1.0,13.0,4.0,27.0,3.0,2.0,3.0,6.0,4.0,0.0,True,1
1931,0,1,1.0,13.0,4.0,27.0,3.0,2.0,3.0,8.0,4.0,3.0,False,1
1932,0,11,1.0,13.0,4.0,27.0,3.0,2.0,3.0,5.0,4.0,1.0,False,0
1933,0,3,1.0,13.0,4.0,27.0,3.0,2.0,3.0,7.0,4.0,4.0,False,1
1934,0,14,1.0,13.0,4.0,27.0,3.0,2.0,3.0,4.0,4.0,4.0,True,0
1935,0,8,1.0,13.0,4.0,27.0,3.0,2.0,3.0,8.0,4.0,1.0,False,1
1936,0,7,1.0,13.0,4.0,27.0,3.0,2.0,3.0,4.0,4.0,1.0,True,0
1937,0,12,1.0,13.0,4.0,27.0,3.0,2.0,3.0,6.0,4.0,2.0,True,0
1938,0,16,1.0,13.0,4.0,27.0,3.0,2.0,3.0,6.0,4.0,0.0,True,0
1939,0,13,1.0,13.0,4.0,27.0,3.0,2.0,3.0,5.0,4.0,5.0,True,0
1940,0,3,2.0,7.0,6.0,28.0,3.0,1.0,1.0,6.0,4.0,5.0,False,0
1941,0,4,2.0,7.0,6.0,28.0,3.0,1.0,1.0,5.0,4.0,0.0,False,1
1942,0,9,2.0,7.0,6.0,28.0,3.0,1.0,1.0,5.0,4.0,1.0,True,0
1943,0,5,2.0,7.0,6.0,28.0,3.0,1.0,1.0,7.0,4.0,6.0,True,1
1944,0,14,2.0,7.0,6.0,28.0,3.0,1.0,1.0,5.0,4.0,1.0,True,1
