Fry	November 17, 2007	Hamster (Syrian)	Honey	Male	September 30, 2007	53 months	Frederick, MD&nbsp; United States	Silent Spinner wheel	Silent Spinner wheel	Croissants, carrots, broccoli
Vibeke	March 12, 2008	Hamster (Roborovskii)	Brown	Female	January 30, 2008	49 months	Bamberg,  Germany	her toilet paper tube	her toilet paper tube	sunflower seeds
Hanna-lore	March 12, 2008	Hamster (Roborovskii)	Brown	Female	January 30, 2008	49 months	Bamberg,  Germany	wheel	wheel	not sure
Marnie	July 18, 2006	Hamster (Unknown)	Honey	Female	June 12, 2005	Gone to Hamster Heaven	Rochester, NY&nbsp; United States	Rochester, NY&nbsp; United States	Rochester, NY&nbsp; United States	Raisins, Apple jacks
Checkers	April 15, 2006	Hamster (Syrian)	Grey	Male	January 11, 2006	Gone to Hamster Heaven	Rochester, NY&nbsp; United States	Wheel	Wheel	Apple
Rotundo	July 17, 2006	Hamster (Dwarf)	Fawn	Female	October 25, 2005	Gone to Hamster Heaven	Loma Linda, CA&nbsp; United States	A piece of wood	A piece of wood	corn
Sinead	July 17, 2006	Hamster (Dwarf)	Grey	Female	June 1, 2005	Gone to Hamster Heaven	New York, NY&nbsp; United States	her wheel	her wheel	sunflower seeds
Mini	May 18, 2006	Hamster (Roborovskii)	Beige	Female	January 1, 2006	Gone to Hamster Heaven	Vienna,  Austria	wheel	wheel	peanuts
Pascal	November 3, 2004	Hamster (Syrian)	Cream	Female	February 1, 2004	Gone to Hamster Heaven	Falls Church, VA&nbsp; United States	the tube sock that she sleeps in	the tube sock that she sleeps in	nuts, apples
Oreo	April 17, 2004	Hamster (Syrian)	Black	Female	August 15, 2000	Gone to Hamster Heaven	Beaver Falls, PA&nbsp; United States	Her own cage	Her own cage	Her own cage
Bluefire	June 13, 2006	Hamster (Dwarf)	Grey	Female	February 25, 2005	Gone to Hamster Heaven	Lima, OH&nbsp; United States	Her wheel	Her wheel	sunflower seeds
Samantha	July 27, 2007	Hamster (Dwarf)	White	Female	October 29, 2006	Gone to Hamster Heaven	Lima, OH&nbsp; United States	Bed Fluff (for hamsters)	Bed Fluff (for hamsters)	Sunflower Seeds
Pumpkin	April 8, 2005	Hamster (Dwarf)	Beige	Female	April 16, 2004	Gone to Hamster Heaven	Arlington, VA&nbsp; United States	Wheel	Wheel	Spinach , Sunflower seeds, and Peanuts
RIP Chicken	April 2, 2005	Hamster (Syrian)	Honey	Male	November 8, 2004	Gone to Hamster Heaven	Hicksville, NY&nbsp; United States	blow-up hamster	blow-up hamster	those little corn things
Virginia Lee	November 10, 2006	Hamster (Syrian)	Black	Female	July 4, 2006	Gone to Hamster Heaven	Falls Church, VA&nbsp; United States	her wheel	her wheel	corn
Hamstersaurus Rex	January 16, 2005	Hamster (Syrian)	Black Banded	Male	November 19, 2004	Gone to Hamster Heaven	Philadelphia, PA&nbsp; United States	anything not in his cage	anything not in his cage	milk and honey drops. hed only eat them if he could
Cecil III	June 4, 2005	Hamster (Syrian)	Golden	Male	April 13, 2005	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	His Nest	His Nest	Popcorn
Cecil Junior	August 7, 2004	Hamster (Syrian)	Golden	Male	February 29, 2004	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Wheel	Wheel	Lettuce
Copper Penelope	May 9, 2004	Hamster (Syrian)	Golden Banded	Female	November 20, 2003	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Tree Stump	Tree Stump	Lettuce and Sunflower Seeds
Cecil Arthur	May 9, 2004	Hamster (Syrian)	Nutmeg	Male	January 12, 2003	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Translucent Play Log	Translucent Play Log	Cheese
Abby	June 26, 2004	Hamster (Syrian)	Mottled	Female	February 29, 2004	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Wheel	Wheel	Leafy Green Carrot Tops
Lilly	June 4, 2005	Hamster (Syrian)	Golden	Female	February 3, 2005	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Wheel	Wheel	Lettuce
Joey	June 4, 2005	Hamster (Syrian)	Golden	Female	April 13, 2005	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Cage Bars &amp; Tubes	Cage Bars &amp; Tubes	Trail Mix
Pokey	June 4, 2005	Hamster (Syrian)	Nutmeg	Female	November 20, 2004	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Wheel	Wheel	Anything
Fred	June 10, 2005	Hamster (Teddy Bear)	Orange	Male	July 1, 2004	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
Ricky	June 10, 2005	Hamster (Teddy Bear)	Brown	Male	January 1, 2005	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
Abdullah	June 10, 2005	Hamster (Teddy Bear)	Sable	Male	February 16, 2005	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
Char	June 10, 2005	Hamster (Teddy Bear)	Beige	Male	February 16, 2005	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
Medusa	June 11, 2005	Hamster (Teddy Bear)	Black Banded	Female	September 1, 2005	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States	Los Angeles, CA&nbsp; United States
Scribbles	August 23, 2005	Hamster (Syrian)	White	Male	February 10, 2005	Gone to Hamster Heaven	Denver, CO&nbsp; United States	His ball	His ball	Sunflower Seeds
Bubbles	August 25, 2005	Hamster (Syrian)	Beige	Female	July 1, 2005	Gone to Hamster Heaven	Denver, CO&nbsp; United States	Bars and Chew sticks	Bars and Chew sticks	Ritz Crackers
Puddles	August 25, 2005	Hamster (Syrian)	Silver	Female	May 1, 2005	Gone to Hamster Heaven	Denver, CO&nbsp; United States	Food	Food	Anything
Skittles	September 4, 2005	Hamster (Dwarf)	Silver	Female	July 4, 2005	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Bedding and Wheel	Bedding and Wheel	My Fingers
Summer	September 4, 2005	Hamster (Syrian)	Nutmeg	Female	July 4, 2005	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	Wheel	Wheel	Peanuts
Maggie	October 14, 2005	Hamster (Syrian)	Golden Banded	Female	July 8, 2004	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Wheel	Wheel	Peanuts
Ollie	October 14, 2005	Hamster (Dwarf)	Argente	Male	February 22, 2005	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Cage Bars	Cage Bars	Pumpkin seeds
Roxy	October 14, 2005	Hamster (Dwarf)	Agouti	Female	March 12, 2005	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Wheel	Wheel	Pumpkin seeds
Ginger	November 1, 2005	Hamster (Syrian)	Cinnamon	Female	June 8, 2005	Gone to Hamster Heaven	Huntington Beach, CA&nbsp; United States	Circular Tube	Circular Tube	Corn
Albert	February 24, 2006	Hamster (Dwarf)	Blue	Male	September 9, 2005	Gone to Hamster Heaven	Boston, MA&nbsp; United States	wheel!	wheel!	carrots
Lotte	February 24, 2006	Hamster (Dwarf)	Blue	Female	December 11, 2005	Gone to Hamster Heaven	Boston, MA&nbsp; United States	wheel!	wheel!	sunflower seeds
Caramel	February 19, 2006	Hamster (Syrian)	Cream	Male	September 1, 2005	Gone to Hamster Heaven	New Brunswick, NJ&nbsp; United States	Wheel	Wheel	Sunflower seeds and lettuce
Cookie	June 16, 2006	Hamster (Teddy Bear)	Golden	Female	August 5, 2004	Gone to Hamster Heaven	Naperville, IL&nbsp; United States	ball	ball	corn,cheese
CupCake	October 25, 2006	Hamster (Teddy Bear)	Blonde	Male	December 5, 2005	Gone to Hamster Heaven	Seminole, FL&nbsp; United States	Chewing  Carrot	Chewing  Carrot	Sunflower  Seeds
Sammy (the hammy)	September 19, 2006	Hamster (Teddy Bear)	Golden	Male	June 4, 2006	Gone to Hamster Heaven	Chicagoish, IL&nbsp; United States	His yellow wheel	His yellow wheel	Sunflower seeds
Teddy	September 19, 2006	Hamster (Teddy Bear)	Cinnamon Banded	Male	June 4, 2006	Gone to Hamster Heaven	Chicagoish, IL&nbsp; United States	His little purple house that he sleeps under	His little purple house that he sleeps under	Sunflower seeds
Teeny	November 7, 2006	Hamster (Siberian)	Grey	Male	October 8, 2006	64 months	Chicagoish, IL&nbsp; United States	Wooden log tunnel	Wooden log tunnel	Sunflower seeds
Daisy	July 21, 2007	Hamster (Common)	Cream	Female	February 18, 2006	Gone to Hamster Heaven	Bangor, ME&nbsp; United States	wheel	wheel	lettuce or white bread
Diego	September 4, 2006	Hamster (Roborovskii)	Agouti	Male	January 1, 2005	Gone to Hamster Heaven	Bronx, NY&nbsp; United States	Wheel	Wheel	dried papaya
Happy	May 26, 2004	Hamster (Dwarf)	Argente	Female	November 1, 2002	Gone to Hamster Heaven	Tokyo,  Japan	gauze handkerchiefs	gauze handkerchiefs	soybeans
Tofu	May 13, 2004	Hamster (Chinese)	White	Male	June 1, 2003	Gone to Hamster Heaven	Pittsburg, CA&nbsp; United States	His blue wheel	His blue wheel	Nutriphase hamster food and Strawberry yogurt drops
Sushi	May 12, 2004	Hamster (Russian)	Agouti	Female	May 14, 2003	Gone to Hamster Heaven	Pittsburg, CA&nbsp; United States	pink hamster ball..and her wheel..she's always on it..	pink hamster ball..and her wheel..she's always on it..	pink hamster ball..and her wheel..she's always on it..
Horsedog	December 3, 2004	Hamster (Syrian)	Cinnamon Banded	Female	July 1, 2001	Gone to Hamster Heaven	Dallas, TX&nbsp; United States	chewing on carpet!	chewing on carpet!	gummie or pocky
Ultra Peepi	December 3, 2004	Hamster (Syrian)	Black Banded	Male	April 1, 2004	Gone to Hamster Heaven	Dallas, TX&nbsp; United States	Flats of Bedding	Flats of Bedding	sunflower seeds
Raindrop	March 29, 2005	Hamster (Russian)	Grey	Female	April 29, 2004	Gone to Hamster Heaven	Redhill,  United Kingdom	Wheel	Wheel	Apples
Herpe	September 1, 2005	Hamster (Dwarf)	Tortoise Shell	Female	June 2, 2004	Gone to Hamster Heaven	Brookline, MA&nbsp; United States	the wheel!! the ball and the potty room which i converted into a sleeping room.	the wheel!! the ball and the potty room which i converted into a sleeping room.	cold watermelon and a frozen pea during the summer. a piece of walnut sometimes, i hate grapes, tomato, but once i was bad because i ate a bite of egg and that is really bad and a bite of a banana pancake.
Sweet Pea	July 12, 2006	Hamster (Dwarf)	Argente	Male	May 3, 2006	Gone to Hamster Heaven	Palo Alto, CA&nbsp; United States	&quot;Shred-a-box&quot;	&quot;Shred-a-box&quot;	Sunflower seeds and blue berries
Hercules	July 12, 2006	Hamster (Dwarf)	Agouti	Male	March 2, 2006	Gone to Hamster Heaven	Palo Alto, CA&nbsp; United States	My Cage Bars, &quot;Shred-a-box&quot;, Chew-sticks	My Cage Bars, &quot;Shred-a-box&quot;, Chew-sticks	Sunflower Seeds
Hamster-Kun	July 12, 2006	Hamster (Dwarf)	Argente	Male	May 3, 2006	Gone to Hamster Heaven	Palo Alto, CA&nbsp; United States	Anything!	Anything!	Apples, Blue Berries, Carrots, &quot;Crunch-a-rounds&quot;
Razzle	August 5, 2006	Hamster (Dwarf)	Brown	Male	October 10, 2005	Gone to Hamster Heaven	Palo Alto, CA&nbsp; United States	Hamster Wheel	Hamster Wheel	Banana Chips
Dazzle	August 5, 2006	Hamster (Dwarf)	Brown	Male	October 10, 2005	Gone to Hamster Heaven	Palo Alto, CA&nbsp; United States	Hamster Wheel	Hamster Wheel	Peanuts
Wasabi	April 30, 2007	Hamster (Syrian)	Cinnamon	Male	March 26, 2007	Gone to Hamster Heaven	Cartago,  Costa Rica	Su rueda de hamster  (Hamster wheel :p)	Su rueda de hamster  (Hamster wheel :p)	Diferentes clases de semillas (different kinds of seeds), manzana (apple), banano (banana)
Missy (RIP)	October 17, 2007	Hamster (Teddy Bear)	Tortoise Shell	Female	June 4, 2006	Gone to Hamster Heaven	Lommel,  Belgium	Excercise wheel	Excercise wheel	Prestige hamsterfood, andive, carrot, banana
Manny	December 21, 2007	Hamster (Syrian)	Black Banded	Male	December 2, 2006	62 months	Lommel,  Belgium	Lommel,  Belgium	Lommel,  Belgium	Vegetables, banana, apple, animal crackers, yoghurt drops
Milo (RIP)	January 3, 2008	Hamster (Teddy Bear)	Cream	Male	July 1, 2006	Gone to Hamster Heaven	Lommel,  Belgium	Excercise wheel	Excercise wheel	Hamster food, hamster cookies, andive, carrot
Hamlet (RIP)	March 23, 2008	Hamster (Teddy Bear)	Grey	Male	July 20, 2005	Gone to Hamster Heaven	Lommel,  Belgium	None	None	Animal crackers
Lucius (RIP)	April 12, 2008	Hamster (Roborovskii)	Agouti	Male	February 10, 2008	Gone to Hamster Heaven	Lommel,  Belgium	Excercise wheel, little hang house made out of fleece	Excercise wheel, little hang house made out of fleece	Sunflower seeds
Severus (RIP)	April 12, 2008	Hamster (Roborovskii)	Agouti	Male	February 10, 2008	Gone to Hamster Heaven	Lommel,  Belgium	Excercise wheel	Excercise wheel	Hamster food
Moon (RIP)	April 12, 2008	Hamster (Syrian)	Cream	Female	December 12, 2007	Gone to Hamster Heaven	Lommel,  Belgium	Excercise wheel	Excercise wheel	Yoghurt drops
dopey	September 13, 2008	Hamster (Syrian)	Tortoise Shell	Male	August 2, 2008	42 months	Richmond, VA&nbsp; United States	sheets! they taste good.	sheets! they taste good.	cantalope
hamtaro	December 23, 2008	Hamster (Teddy Bear)	Orange	Female	February 3, 2008	Gone to Hamster Heaven	Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States	her TV set aka hide n see TV	her TV set aka hide n see TV	french fries
Whale	July 17, 2006	Hamster (Dwarf)	Grey	Female	June 1, 2005	Gone to Hamster Heaven	New York, NY&nbsp; United States	remote control	remote control	everything
Peanut	July 12, 2006	Hamster (Teddy Bear)	Golden Banded	Female	April 1, 2006	Gone to Hamster Heaven	Hoboken, NJ&nbsp; United States	Her wheel	Her wheel	Raisins and seeds
Lovey	September 6, 2006	Hamster (Syrian)	Golden	Female	November 1, 2005	Gone to Hamster Heaven	Staten Island, NY&nbsp; United States	Staten Island, NY&nbsp; United States	Staten Island, NY&nbsp; United States	Vita Stick
Frederick A. P. Barnard II	September 6, 2006	Hamster (Syrian)	Cinnamon Banded	Male	April 1, 2004	Gone to Hamster Heaven	Hoboken, NJ&nbsp; United States	Exercise ball, wheel(s), cage bars.	Exercise ball, wheel(s), cage bars.	Raisins, blueberries, cheese, PEOPLE FINGERS!
Sticky	June 19, 2004	Hamster (Dwarf)	Platinum	Female	January 1, 2003	Gone to Hamster Heaven	Los Angeles, CA&nbsp; United States	Baby shoe	Baby shoe	Uncooked ramen noodles
Mu Wua Wua	May 31, 2004	Hamster (Dwarf)	Smoke Pearl	Female	July 22, 2003	Gone to Hamster Heaven	Singapore,  Singapore	Running wheel	Running wheel	Dried carrots
Harvey	April 17, 2004	Hamster (Teddy Bear)	Black	Male	June 6, 2003	Gone to Hamster Heaven	Beaver Falls, PA&nbsp; United States	his house	his house	strawberries
Fei Fei	May 9, 2004	Hamster (Teddy Bear)	Black Banded	Female	June 7, 2003	Gone to Hamster Heaven	San Francisco, CA&nbsp; United States	Her Wheel	Her Wheel	Blueberry Treats
Scyrus	May 21, 2004	Hamster (Syrian)	Black	Male	April 27, 2004	Gone to Hamster Heaven	Surrey, BC&nbsp; Canada	Excersize Wheel	Excersize Wheel	Sun Flower Seeds / Corn Cobs
Dexter	June 7, 2004	Hamster (Teddy Bear)	Golden Banded	Male	October 19, 2003	Gone to Hamster Heaven	Overland Park, KS&nbsp; United States	His wheel	His wheel	Lettuce, banannas, sunflower seeds, cheese
Teddy	November 9, 2004	Hamster (Teddy Bear)	Sable Banded	Male	January 1, 2003	Gone to Hamster Heaven	Anaheim, CA&nbsp; United States	Wood	Wood	Bananas
Cheeky	November 17, 2004	Hamster (Syrian)	Golden	Female	August 15, 2004	Gone to Hamster Heaven	Olympia, WA&nbsp; United States	Wheel	Wheel	Carrots
Bird	October 6, 2004	Hamster (Syrian)	Sable	Male	December 7, 2003	Gone to Hamster Heaven	Schenectady, NY&nbsp; United States	The cage bars.	The cage bars.	Corn (dried) and lettuce
Zippy	March 9, 2005	Hamster (Syrian)	Grey	Male	January 10, 2005	Gone to Hamster Heaven	Miami, FL&nbsp; United States	his ball! he can run for hours	his ball! he can run for hours	Sunflower Seeds!
Kit	January 16, 2005	Hamster (Syrian)	Golden Banded	Female	May 1, 2004	Gone to Hamster Heaven	Cambridge, ON&nbsp; Canada	Wheel	Wheel	Yogurt drops
Georgia	January 20, 2005	Hamster (Russian)	Black	Female	March 1, 2004	Gone to Hamster Heaven	Winnipeg, MB&nbsp; Canada	toilet paper roll and hamster pillow cheyenne made for me.	toilet paper roll and hamster pillow cheyenne made for me.	i like spinach and ..... peanut butter
Ham	February 8, 2005	Hamster (Teddy Bear)	Brown	Male	October 15, 2003	Gone to Hamster Heaven	West Palm Beach, FL&nbsp; United States	Timber Hideway Home	Timber Hideway Home	Lettuce
Zola	January 7, 2005	Hamster (Teddy Bear)	Sable Banded	Female	November 20, 2004	Gone to Hamster Heaven	Dacono, CO&nbsp; United States	Her Purple Running Wheel	Her Purple Running Wheel	The Plastic Connecting Tubes, The Metal Bars Of Her Cage &amp; Strawberry Yougurt Drops
Nemo	November 8, 2004	Hamster (Russian)	Calico	Male	July 15, 2003	Gone to Hamster Heaven	Dacono, CO&nbsp; United States	The Wheel and the Slide	The Wheel and the Slide	Pumpkin Seeds, Dried Bananas and Peanuts
Ruffles	August 23, 2005	Hamster (Syrian)	Brown	Male	May 1, 2002	Gone to Hamster Heaven	Denver, CO&nbsp; United States	Raviolio's	Raviolio's	Raviolio's (veggie chew things)
Lola	October 12, 2005	Hamster (Syrian)	Honey	Female	September 20, 2004	Gone to Hamster Heaven	Southampton,  United Kingdom	Wheel	Wheel	Cheerios
Saffron	October 20, 2005	Hamster (Syrian)	Orange	Female	September 30, 2005	Gone to Hamster Heaven	London,  United Kingdom	blue chew stick or blue wheel	blue chew stick or blue wheel	Anything
Cujo	October 30, 2005	Hamster (Syrian)	Orange	Female	June 1, 2005	Gone to Hamster Heaven	Tallahassee, FL&nbsp; United States	Ball or Wheel	Ball or Wheel	Sunflower seeds
Patience	January 6, 2006	Hamster (Syrian)	Champagne	Female	October 27, 2005	Gone to Hamster Heaven	Jasper, AL&nbsp; United States	Jasper, AL&nbsp; United States	Jasper, AL&nbsp; United States	Jasper, AL&nbsp; United States
cinnamon	April 18, 2009	Hamster (Russian)	Nutmeg	Female	April 17, 2009	Gone to Hamster Heaven	Atlanta, GA&nbsp; United States	wheel	wheel	corn
Rupert	December 18, 2008	Hamster (Teddy Bear)	Black	Male	September 14, 2007	Gone to Hamster Heaven	Atlanta, GA&nbsp; United States	to lazy to chew	to lazy to chew	yogies
spike	December 7, 2006	Hamster (Teddy Bear)	Dove	Male	January 1, 2006	Gone to Hamster Heaven	Under Your Bed, OK&nbsp; United States	tungle rope	tungle rope	seeds
trema {R.I.P}	July 12, 2006	Hamster (Syrian)	Champagne	Male	December 23, 2004	Gone to Hamster Heaven	Bixby, OK&nbsp; United States	little tv	little tv	sun flower seeds
ema {R.I.P}	July 13, 2006	Hamster (Dwarf)	Nutmeg	Female	November 1, 1996	Gone to Hamster Heaven	Bixby, OK&nbsp; United States	plastis cheese ball	plastis cheese ball	carrots
trempy  {R.I.P}	July 12, 2006	Hamster (Russian)	Nutmeg	Female	December 15, 2005	Gone to Hamster Heaven	Bixby, OK&nbsp; United States	plastic cheese ball	plastic cheese ball	pelets
black jack	December 7, 2006	Hamster (Syrian)	Black	Male	July 28, 2006	Gone to Hamster Heaven	Bixby, OK&nbsp; United States	chew boxes	chew boxes	corn
Spike	November 18, 2005	Gerbil (Dwarf)	Fawn	Male	January 10, 2004	Gone to Gerbil Heaven	Madison, WI&nbsp; United States	Wood house	Wood house	Pellets
Cammie	July 18, 2004	Hamster (Syrian)	Cream	Female	June 8, 2004	Gone to Hamster Heaven	Rochester, NY&nbsp; United States	Wheel	Wheel	Sunflower seeds, apple
sweety	August 27, 2007	Hamster (Teddy Bear)	Cream	Female	July 12, 2006	Gone to Hamster Heaven	North Adams, MA&nbsp; United States	a  little playdome cause she likes to climb	a  little playdome cause she likes to climb	dog treats
Dot	February 5, 2005	Hamster (Teddy Bear)	Cinnamon	Female	November 1, 2003	Gone to Hamster Heaven	New York, NY&nbsp; United States	Wheel	Wheel	Hard Boiled Egg
Grassley	May 7, 2005	Hamster (Common)	Sable Banded	Male	August 1, 2003	Gone to Hamster Heaven	Iowa City, IA&nbsp; United States	his wheel	his wheel	seasame seed balls
Dizzy	October 6, 2004	Hamster (Syrian)	Sable	Male	December 7, 2003	Gone to Hamster Heaven	Schenectady, NY&nbsp; United States	The cage bars or the wheel	The cage bars or the wheel	Corn (dried), hammie snacks in general
Ella	October 6, 2004	Hamster (Teddy Bear)	Sable Banded	Female	July 15, 2003	Gone to Hamster Heaven	Schenectady, NY&nbsp; United States	Her wheel and her water bottle	Her wheel and her water bottle	Her wheel and her water bottle
ho ho	January 23, 2010	Hamster (Russian)	Grey	Male	December 19, 2009	Gone to Hamster Heaven	Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States	his playpen	his playpen	his playpen
peanut	December 31, 2009	Hamster (Teddy Bear)	Orange	Female	December 2, 2009	Gone to Hamster Heaven	Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States	Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States	Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States	Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States
frisky	March 26, 2005	Hamster (Teddy Bear)	Cream	Female	June 11, 2003	Gone to Hamster Heaven	Not Telling,  United States	tunnels	tunnels	yogurt balls
Jet	November 4, 2005	Hamster (Syrian)	Black Banded	Male	June 17, 2005	Gone to Hamster Heaven	Birmingham,  United Kingdom	Bed	Bed	Carrot, cucumber and hamster mix
Baby Puff	March 18, 2005	Hamster (Teddy Bear)	White	Male	May 20, 2004	Gone to Hamster Heaven	Ann Arbor, MI&nbsp; United States	wheel!	wheel!	cake!
Kit-Kat	June 6, 2005	Hamster (Common)	Orange	Female	January 3, 2005	Gone to Hamster Heaven	Lenoir, NC&nbsp; United States	Doggie Bones	Doggie Bones	Hamster &amp; Gerbil Blend
Lucy	July 3, 2005	Hamster (Teddy Bear)	Brown	Female	September 18, 2004	Gone to Hamster Heaven	Vancouver,  Canada	Wheel	Wheel	Sunflower Seed
Teddy	March 22, 2006	Hamster (Teddy Bear)	Grey	Male	August 6, 2005	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Bars of cage	Bars of cage	Seeds,fruits,vegetables
Cotton	March 22, 2006	Hamster (Teddy Bear)	Cream	Male	December 6, 2005	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Toy House	Toy House	Vegetables
Whiskers	March 22, 2006	Hamster (Teddy Bear)	Black	Male	December 6, 2005	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Wheel	Wheel	vegetables,seeds
Zoe	January 16, 2006	Hamster (Chinese)	Orange	Female	January 25, 2005	Gone to Hamster Heaven	Cupertino, CA&nbsp; United States	Wheel	Wheel	Wheel
Candy	February 4, 2006	Hamster (Chinese)	Chocolate	Female	January 1, 2002	Gone to Hamster Heaven	Cupertino, CA&nbsp; United States	wheel	wheel	wheel
Whitey	March 26, 2006	Hamster (Teddy Bear)	Albino	Female	August 6, 2005	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Tunnels	Tunnels	Seeds,fruits,vegetables
Jerry	March 26, 2006	Hamster (Teddy Bear)	Golden Banded	Female	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Wheel	Wheel	Sunflower seeds
Chubbo	April 13, 2006	Hamster (Teddy Bear)	Black	Female	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Wheel	Wheel	Sunflower seeds
Chubby	April 30, 2006	Hamster (Teddy Bear)	Black	Female	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Wheel	Wheel	Sunflower seeds
Cookie	April 30, 2006	Hamster (Teddy Bear)	Golden Banded	Female	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Wheel	Wheel	Seeds,fruits,vegetables
Panda	April 30, 2006	Hamster (Teddy Bear)	Black Banded	Male	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Food Container	Food Container	Sunflower seeds
Cream	April 30, 2006	Hamster (Teddy Bear)	Golden Banded	Male	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Tunnels	Tunnels	Sunflower seeds
Lary	April 30, 2006	Hamster (Teddy Bear)	Grey	Male	March 1, 2006	Gone to Hamster Heaven	PuertoPrincessaCity,  Philippines	Toy House	Toy House	Seeds,fruits,vegetables
Angel Junior	September 3, 2006	Hamster (Common)	Golden	Male	June 20, 2005	Gone to Hamster Heaven	Brooklyn, NY&nbsp; United States	Wheel	Wheel	Seeds
Lucy	July 28, 2006	Hamster (Teddy Bear)	Brown	Female	June 14, 2006	Gone to Hamster Heaven	Northville, MI&nbsp; United States	Her bedding	Her bedding	Strawberry flavored treats when she is just too cute to say no
A Tommy-jimmy	May 29, 2008	Hamster (Syrian)	Yellow	Male	October 11, 2007	52 months	Monstroplis,  United Kingdom	Hammock	Hammock	Chips,yoghurt drops....
Andy	March 14, 2008	Hamster (Syrian)	Golden Banded	Female	October 22, 2007	52 months	Winnipeg, MB&nbsp; Canada	Wood chews, Toilet paper rolls	Wood chews, Toilet paper rolls	Snap peas and Broccoli
Hamtaro	March 26, 2008	Hamster (Teddy Bear)	Orange	Female	February 3, 2008	48 months	Hanford, CA&nbsp; United States	her TV set aka hide n see TV	her TV set aka hide n see TV	french fries
JoJo Hamster	February 11, 2009	Hamster (Syrian)	Golden Banded	Male	January 1, 2007	61 months	Brooklyn, NY&nbsp; United States	Anything chewable	Anything chewable	Dried fruit
Socrates	June 1, 2011	Hamster (Syrian)	Sable	Male	January 3, 2010	25 months	Clarksville, IA&nbsp; United States	Wheel	Wheel	tortilla chips, lettuce, carrots, apple blossums
Kira-Kira	June 1, 2011	Hamster (Syrian)	Calico	Female	November 25, 2008	Gone to Hamster Heaven	Clarksville, IA&nbsp; United States	The wheel, my owners dog Poe	The wheel, my owners dog Poe	anything!
Mrs. Teeny	March 5, 2006	Hamster (Dwarf)	Brown	Female	January 1, 2002	Gone to Hamster Heaven	Ely, MN&nbsp; United States	Her cheese house xD	Her cheese house xD	Apples &amp; Carrots
Lee,La,Boum,Bang,Cuty,Tiny,Pie	February 20, 2007	Hamster (Syrian)	Golden	Female	October 6, 2005	Gone to Hamster Heaven	Vimont Laval, QC&nbsp; Canada	all pepper sticks and bells	all pepper sticks and bells	sunflower seeds with gravy!
Pankcakes	February 28, 2005	Hamster (Teddy Bear)	Sable	Female	October 1, 2005	Gone to Hamster Heaven	Dickson City, PA&nbsp; United States	Her Wheel	Her Wheel	Cereal
MOO	February 28, 2005	Hamster (Syrian)	Black Banded	Female	January 1, 2005	Gone to Hamster Heaven	Dickson City, PA&nbsp; United States	orange ball	orange ball	rasinettes
